selfies,target
[C][O][C][=Branch1][C][=O][N][C][Branch2][=Branch1][#Branch1][C][=Branch1][C][=O][N][NH1+1][Branch2][Ring2][O][C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O][C][C][Ring2][Ring1][#Branch1][O][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][Branch1][C][C][Branch1][C][C][C],8.38
[C][C][C][Branch1][=C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Ring2][Ring1][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],8.38
[C][C][Branch1][C][O][Branch2][Ring1][=C][C][#C][C][=C][C][=C][C][=C][N][Branch1][=N][C][=N][C][Branch1][C][N][=N][C][=C][Ring1][#Branch1][Cl][C][Ring1][=N][=C][Ring1][P][C][=N][C][=C][S][Ring1][Branch1],8.38
[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch2][Branch1][Branch1][C][C][NH2+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],8.39
[C][=C][C][=C][C][Branch1][C][O][=C][C][N][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][F][=C][Ring1][Branch2][O][C][Ring2][Ring1][C][=Ring1][=N],8.39
[C][O][N][C][=Branch1][C][=O][C][=C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][#Branch2][C][C][NH1+1][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=N][=N][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][=C][=O],8.39
[C][O][C][=N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=C][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=N][Ring1][#Branch1][C][=C][Ring1][=C],8.39
[C][NH1+1][C][C][N][Branch2][Ring2][#Branch1][C][=C][C][=C][Branch2][Ring1][O][C][=C][N][=C][NH1][C][=C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][C][=C][Ring2][Ring1][=Branch1][C][C][Ring2][Ring1][N],8.39
[C][C][=Branch1][C][=O][N][C][C][Branch1][#Branch1][N][C][Branch1][C][N][=NH2+1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Ring1][=N][C][Branch1][C][O][C][Branch1][C][O][C][O],8.4
[C][O][C][=Branch1][C][=O][C][Branch2][Branch1][=Branch2][N][C][=Branch1][C][=O][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][C][C][Branch1][C][C][C],8.4
[C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][P][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][C][Ring2][Ring2][=Branch1][=O],8.4
[C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring1][O][C][=Branch1][Ring1][=N][O][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][=C][C][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][=N],8.4
[C][C][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][C][Ring2][Branch1][=Branch2][=O],8.4
[C][C][Branch1][C][C][C][C][Branch2][Branch2][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],8.4
[C][C][O][C][Branch2][Ring1][#C][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][=Branch2][O],8.4
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][Branch2][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][N][Ring1][Ring2][C][=Branch1][C][=O][C][Branch1][Branch2][NH2+1][C][C][=Branch1][C][=O][O-1][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][N],8.4
[C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][P][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][C][Ring2][Ring2][=Branch1][=O],8.4
[O][=C][C][C][=C][Branch2][Ring1][Ring1][NH1][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][Branch1],8.4
[N][#C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=N][C][=C][Ring1][Branch1][C][NH1+1][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring1][=C][C][=C][Ring2][Ring1][O],8.4
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][Branch1][C][O][C][=C][C][Ring1][#Branch2][Ring1][#Branch1][C][C][N+1][Branch2][Ring1][#Branch2][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][=C][Ring2][Ring2][C],8.4
[O][=C][Branch1][S][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O][C][Branch1][#C][O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#C][O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O],8.4
[C][O][C][=C][C][Branch2][Ring2][=Branch2][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][=C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],8.4
[C][C][Branch1][C][C][C][C][N][Branch2][Ring2][O][C][C][Branch1][C][O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],8.4
[C][O][C][=C][C][=C][Branch2][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][S][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][S][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#C][N][=N][Ring2][Ring1][Branch2][C][=C][Ring2][Ring2][P],8.4
[NH3+1][C][Branch1][P][C][N][C][=C][Branch1][C][F][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O][C][=Branch1][C][=O][O-1],8.4
[C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring2][Ring1][#Branch1],8.4
[C][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][C][Branch2][Ring1][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][S][Ring1][O][C][Ring2][Ring1][Ring2][=O],8.4
[C][NH2+1][C][C][C][O][C][Branch1][C][C][Branch1][=Branch1][C][Ring1][#Branch1][O][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=Branch2][C][Ring1][=Branch2][=C][Ring1][=N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Ring1][S],8.4
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][=Branch2][C][=C][C][Branch2][Ring1][=N][N][C][C][C][Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][C][Branch1][C][NH3+1][C][Ring1][S][=N][C][=N][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][N],8.4
[C][O][C][=C][C][=N][C][=N][C][Branch2][Ring1][=Branch2][N][C][C][C][Branch1][S][O][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][Ring1][S][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2][O][C],8.4
[N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring2][=Branch1][=C][C][=C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][P][=C][NH1][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][=C],8.4
[O][=C][Branch1][C][O-1][C][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][S][C][Branch2][Ring2][Branch2][C][=C][C][=C][C][Branch2][Ring1][N][N][C][C][C][N][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][S][=C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][#C][Br],8.4
[C][O][C][=C][C][=N][C][=C][C][Branch2][Ring2][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][N][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][O][C][=C][Ring2][Ring1][#C][O][C],8.4
[C][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][C][Ring1][P][=O],8.4
[C][NH2+1][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],8.4
[C][C][C][=C][Branch2][Ring2][S][N][C][=C][C][Branch1][N][N][C][C][NH1+1][Branch1][C][C][C][C][Ring1][#Branch1][=N][C][Branch2][Ring1][=Branch1][S][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][=C][Ring1][N][=N][Ring2][Ring1][#Branch2][NH1][N][=Ring2][Ring1][S],8.4
[O][=C][C][Branch2][Ring1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=C][Ring1][O][C][C][N][Ring2][Ring1][Ring2][C][=C][C][=C][Branch1][Branch2][C][C][C][C][NH2+1][Ring1][Branch1][C][=C][Ring1][O][F],8.4
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2],8.4
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][Branch2][O][C][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=N][C][=C][Ring2][Ring1][O],8.4
[N][C][=N][C][Branch1][C][N][=C][C][Branch2][Ring1][#Branch1][O][C][C][C][C][NH1+1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][Ring1][=C][=C][C][=C][C][Ring2][Ring1][=Branch1][=N][Ring2][Ring1][O],8.4
[C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][=C][C][NH1][C][=C][Branch1][#Branch2][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][Ring1][#C][C][C][C][C][C][Branch1][C][C][=N][NH1][C][=Ring1][=Branch1][Ring1][=C],8.4
[C][C][N][C][Branch1][=Branch2][C][=N][O][N][=C][Ring1][Branch1][N][=N][C][=C][Branch1][O][C][#C][C][Branch1][C][C][Branch1][C][C][O][N][=C][C][Branch1][O][O][C][C][C][C][C][NH2+1][C][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][Ring2][Ring1][=N],8.4
[C][N][C][=N][C][=C][C][Branch2][Ring2][#C][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2][C][=N][Ring2][Ring2][C],8.4
[C][O][C][=C][C][Branch1][S][N][C][C][NH1+1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring1][=Branch2][=C][C][=C][Ring1][#C][N][C][=N][C][Branch2][Ring1][C][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Branch1][C][N][=O][=C][C][=C][NH1][C][Ring1][Branch1][=N][Ring2][Ring1][Ring2],8.4
[C][O][C][=Branch1][C][=O][N][C][Branch2][=Branch1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH1+1][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],8.4
[C][N][C][=N][C][=C][Branch1][=N][C][C][NH2+1][C][C][C][C][C][C][C][Ring1][=Branch1][C][NH1][C][=Branch1][C][=NH2+1][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][C][=C][Ring2][Ring1][=Branch1][NH1][Ring2][Ring1][=Branch2],8.4
[C][O][C][=C][C][=C][C][Branch2][Ring1][P][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][P][Ring1][#Branch2][=C][Ring2][Ring1][Branch2],8.4
[C][=C][C][O][C][=C][C][Branch2][Ring1][Branch1][C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][C][S][C][=C][C][=C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][=C][Ring1][N][C],8.4
[C][C][=C][C][=C][C][Branch2][Ring2][O][NH1+1][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][C][C][C][N][Branch1][=N][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Ring1][#C][=O][=C][C][=C][Ring2][Ring2][C][O][Ring2][Ring2][Branch1],8.4
[N][=C][C][=N][C][Branch1][N][C][C][C][N+1][C][C][C][C][C][Ring1][=Branch1][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][=N][Ring2][Ring1][=Branch2],8.4
[C][C][C][=C][Branch2][Ring1][Branch2][N][C][=N][C][=C][N][C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][=C][N][=C][Ring1][=C][Ring1][#Branch2][S][N][=Ring2][Ring1][Ring2],8.4
[O][=C][Branch1][C][O-1][C][=C][C][Branch1][C][F][=C][Branch2][Branch1][C][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][Ring1][C][C][Branch1][C][F][=C][Ring2][Ring2][Ring2],8.4
[C][N][C][=Branch1][C][=O][C][=C][C][Branch2][Branch1][=Branch1][O][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=N][N][Ring1][=Branch2][C][=C][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Branch1][C][F][=C][Ring2][Ring1][=C][=C][C][=N][Ring2][Ring2][Branch1],8.4
[C][N][Branch2][Ring1][=Branch1][C][C][=C][N][=C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][C][Ring1][Branch2][=N][Ring1][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][C],8.4
[O][=C][N][C][C][Branch1][Branch2][C][C][NH2+1][C][C][Ring1][=Branch1][C][NH1][C][Branch2][Ring1][#Branch2][C][=C][C][=N][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=N][Ring1][#C][=C][C][=Ring2][Ring1][Ring2][Ring2][Ring1][=N],8.4
[C][C][=C][C][=C][Branch1][O][C][=Branch1][C][=O][N][C][C][=C][Ring1][Ring1][C][=C][Ring1][N][N][C][=N][C][=N][N][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][Ring2][Ring1][C][Ring1][=C],8.4
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],8.4
[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=N][C][Branch2][Ring1][Ring2][N][C][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][Ring1][=N][=N][C][Branch2][Ring1][Ring2][N][C][S][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][O][=N][Ring2][Ring1][S],8.4
[C][O][C][C][N][C][C][=C][Branch2][Ring1][#Branch2][N][=C][Branch1][C][C][C][Branch1][Ring1][C][NH3+1][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][Ring2][Ring1][Ring2][=O],8.4
[C][C][NH1][C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][#C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][S][Ring1][Branch2][C][C][Ring1][=C][F][=C][Branch1][C][Cl][C][=Ring2][Ring1][Branch2][Cl],8.4
[O][=C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][P][C][C][C][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring2][Branch1][Ring1],8.4
[C][C][=C][N+1][C][Branch2][Ring1][=Branch2][C][C][=N][N][Branch1][S][C][C][=Branch1][C][=O][N][C][=C][C][=NH1+1][C][=C][Ring1][=Branch1][F][C][=Ring1][S][=C][NH1][C][=Ring2][Ring1][Branch1][C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][=N][C][NH1+1][C][C][C][C][Branch1][C][C][C][Ring1][#Branch1][=N][S][Ring1][=N][=N][Ring2][Ring2][#Branch1],8.4
[O][C][C][N][C][=C][Branch2][Ring1][S][C][=C][N][=C][N][=N][N][Branch1][S][C][C][=C][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Ring1][S][=N][Ring2][Ring1][Ring2][C][=N][Ring2][Ring1][=Branch2],8.4
[N][#C][C][=C][C][=C][Branch2][Ring1][#C][C][C][=N][C][=N][N][=C][Branch1][#C][C][C][=C][NH1][C][=N][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][Ring1][#C][N][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2],8.4
[N][C][=Branch1][C][=O][N][C][S][N][=C][Branch1][P][S][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][=Ring1][P][C][Branch1][C][N][=O],8.4
[C][C][Branch1][C][C][C][Branch2][Branch2][=N][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][NH3+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1],8.4
[C][N][C][=N][C][Branch1][C][C][=C][Branch2][Ring1][P][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][#Branch2][=N][C][=C][Ring1][P][C][#N][S][Ring2][Ring1][=Branch2],8.4
[C][C][Branch1][Ring1][C][O][N][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][=N][C][=C][Ring1][P][Br],8.4
[C][C][=C][S][C][=C][Branch1][N][N][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][N][=C][Branch1][P][N][C][Branch1][C][C][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1][N][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][#Branch1],8.4
[C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch1][C][C][O][C][=C][C][Branch1][=Branch2][C][=C][N][=N][N][Ring1][Branch1][C][=C][N][=C][Ring1][N][N],8.4
[C][O][C][=C][C][=C][Branch2][Ring2][=C][N][C][=N][C][=C][Branch2][Ring1][Ring2][C][N+1][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][C][Ring1][#Branch2][C][=C][Ring1][P][C][=N][C][Branch1][C][C][=N][C][Branch1][C][N][=N][Ring1][Branch2][C][=N][Ring2][Ring1][S],8.4
[C][C][Branch1][C][C][C][C][C][C][C][C][=C][C][=C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][Branch1][C][O][C][C][N][C][=Branch1][C][=O][C][C][C][Branch1][C][C][N][C][Ring1][#C][=O][C][Branch1][C][C][O],8.4
[O][=C][Branch2][Ring2][=Branch1][N][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=C][C][=N][C][NH1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][=Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],8.4
